
C0 = 0.4995   Ce = 0.4933   Ci = 0.5   C6 = -3.6319444444444444444444444E-4   C5 = 4.4324074074074074074E-3   C4 = -2.02606481481481481481E-2   C3 = 4.10768518518518518519E-2   C2 = -3.10854166666666666667E-2   zi = 3.0   ze = 1.0   J = 6995968
     t M                     N                     C                     k                 R
   562 1.0883019687436E+122  2.36158686863E+121    4.944622242777666E-1  1.38275640454E+1  5.5186E+1          73
   563 1.7943066048124E+122  3.8721386996841E+121  4.944543265400749E-1  1.39041978447E+1  5.5273E+1          72
   564 2.9583114655119E+122  6.3488411426035E+121  4.944464534609308E-1  1.39813666115E+1  5.5362E+1          72
   565 4.8774310385456E+122  1.0409613423966E+122  4.944386050867019E-1  1.40590741884E+1  5.5451E+1          73
   566 8.0415242996232E+122  1.7067556117004E+122  4.944307814633949E-1  1.41373244457E+1  5.554E+1           72
   567 1.325823216164E+123   2.7983670900483E+122  4.94422982636656E-1   1.42161212813E+1  5.5628E+1          73
   568 2.1859129376778E+123  4.5881187319994E+122  4.944152086517725E-1  1.42954686215E+1  5.5717E+1          73
   569 3.6039611562479E+123  7.5224834431683E+122  4.944074595536725E-1  1.43753704207E+1  5.5804E+1          72
   570 5.941927417083E+123   1.2333447025841E+123  4.943997353869266E-1  1.44558306615E+1  5.5893E+1          73
   571 9.796582121501E+123   2.0221080387695E+123  4.943920361957484E-1  1.45368533555E+1  5.5982E+1          72
   572 1.6151833323879E+124  3.315285240115E+123   4.94384362023995E-1   1.4618442543E+1   5.607E+1           72
   573 2.6629871161883E+124  5.4354326266785E+123  4.943767129151684E-1  1.4700602293E+1   5.6159E+1          73
   574 4.39052350206E+124    8.9113605837303E+123  4.943690889124154E-1  1.47833367042E+1  5.6247E+1          72
   575 7.2387494873552E+124  1.4610013301978E+124  4.943614900585293E-1  1.48666499042E+1  5.6336E+1          72
   576 1.1934680253072E+125  2.3952668874899E+124  4.943539163959501E-1  1.49505460507E+1  5.6423E+1          73
   577 1.9676961192245E+125  3.9269369310339E+124  4.943463679667656E-1  1.50350293306E+1  5.6512E+1          73
   578 3.2441824460395E+125  6.4379955010908E+124  4.943388448127119E-1  1.51201039613E+1  5.66E+1            72
   579 5.3487526048173E+125  1.0554657609478E+125  4.943313469751744E-1  1.52057741902E+1  5.6689E+1          73
   580 8.818602191275E+125   1.7303516806545E+125  4.943238744951886E-1  1.52920442949E+1  5.6777E+1          73
   581 1.4539417010598E+126  2.8367519940566E+125  4.943164274134406E-1  1.53789185838E+1  5.6866E+1          73
   582 2.3971446088952E+126  4.650558690962E+125   4.943090057702682E-1  1.54664013959E+1  5.6953E+1          72
   583 3.9522233056296E+126  7.6240488900074E+125  4.943016096056615E-1  1.55544971015E+1  5.7042E+1          73
   584 6.5161146305483E+126  1.2498647183451E+126  4.942942389592639E-1  1.56432101019E+1  5.713E+1           73
   585 1.0743256793705E+127  2.0489773109698E+126  4.942868938703724E-1  1.57325448295E+1  5.7218E+1          72
   586 1.7712635992376E+127  3.3589853160064E+126  4.94279574377939E-1   1.58225057489E+1  5.7307E+1          73
   587 2.9203199720798E+127  5.5065030971609E+126  4.942722805205709E-1  1.5913097356E+1   5.7394E+1          73
   588 4.8147936552185E+127  9.0269390074609E+126  4.942650123365318E-1  1.6004324179E+1   5.7483E+1          72
   589 7.9382527133907E+127  1.4797964364724E+127  4.942577698637422E-1  1.60961907783E+1  5.7571E+1          73
   590 1.308796610076E+128   2.4258296852737E+127  4.942505531397804E-1  1.61887017466E+1  5.7659E+1          73
   591 2.1578408100526E+128  3.9766329493039E+127  4.942433622018836E-1  1.62818617093E+1  5.7748E+1          72
   592 3.5576780423184E+128  6.5187989876473E+127  4.942361970869478E-1  1.63756753248E+1  5.7836E+1          73
   593 5.8656194626732E+128  1.068603435008E+128   4.942290578315296E-1  1.64701472844E+1  5.7923E+1          73
   594 9.670771573942E+128   1.751710959932E+128   4.94221944471846E-1   1.65652823127E+1  5.8012E+1          73
   595 1.594440679804E+129   2.8714763567968E+128  4.942148570437764E-1  1.6661085168E+1   5.81E+1            73
   596 2.6287882636625E+129  4.7070083601047E+128  4.942077955828617E-1  1.67575606422E+1  5.8188E+1          73
   597 4.3341391264672E+129  7.7158119291695E+128  4.942007601243067E-1  1.68547135611E+1  5.8276E+1          73
   598 7.1457873679801E+129  1.264780749808E+129   4.941937507029799E-1  1.69525487847E+1  5.8364E+1          73
   599 1.1781411629489E+130  2.0732220629877E+129  4.941867673534145E-1  1.70510712074E+1  5.8452E+1          73
   600 1.9424263952413E+130  3.3983911925771E+129  4.941798101098092E-1  1.71502857583E+1  5.854E+1           73
   601 3.2025197146036E+130  5.5705477482274E+129  4.941728790060293E-1  1.7250197401E+1   5.8628E+1          73
   602 5.2800623733035E+130  9.1310228198302E+129  4.941659740756066E-1  1.73508111346E+1  5.8716E+1          73
   603 8.7053511454889E+130  1.4967110392368E+130  4.94159095351741E-1   1.74521319933E+1  5.8804E+1          73
   604 1.4352697602481E+131  2.4533161271884E+130  4.941522428673012E-1  1.75541650466E+1  5.8892E+1          73
   605 2.3663597829138E+131  4.0212964930525E+130  4.941454166548247E-1  1.76569154E+1     5.898E+1           73
   606 3.9014677082193E+131  6.5913704013848E+130  4.941386167465195E-1  1.77603881949E+1  5.9068E+1          73
   607 6.4324327974908E+131  1.0803945684878E+131  4.941318431742643E-1  1.78645886088E+1  5.9156E+1          73
   608 1.0605288775572E+132  1.7708677574032E+131  4.941250959696095E-1  1.79695218558E+1  5.9243E+1          74
   609 1.7485165186203E+132  2.9025983532552E+131  4.941183751637779E-1  1.80751931865E+1  5.9332E+1          73
   610 2.8828163764198E+132  4.757566255259E+131   4.941116807876653E-1  1.81816078884E+1  5.942E+1           73
   611 4.752960679326E+132   7.797939186197E+131   4.941050128718415E-1  1.82887712862E+1  5.9508E+1          73
   612 7.8363073708062E+132  1.2781209469284E+132  4.94098371446551E-1   1.83966887419E+1  5.9596E+1          73
   613 1.2919886645992E+133  2.094889800539E+132   4.940917565417139E-1  1.85053656552E+1  5.9683E+1          73
   614 2.1301291928282E+133  3.433582959138E+132   4.94085168186926E-1   1.86148074634E+1  5.9771E+1          74
   615 3.5119893095552E+133  5.6277014729753E+132  4.940786064114605E-1  1.87250196423E+1  5.9859E+1          73
   616 5.790291477135E+133   9.2238390151886E+132  4.940720712442681E-1  1.88360077054E+1  5.9947E+1          73
   617 9.5465767219063E+133  1.5117833040987E+133  4.94065562713978E-1   1.89477772054E+1  6.0034E+1          74
   618 1.5739644103778E+134  2.4777903313854E+133  4.940590808488987E-1  1.90603337334E+1  6.0122E+1          73
   619 2.5950286027148E+134  4.0610351988264E+133  4.940526256770184E-1  1.91736829196E+1  6.021E+1           74
   620 4.2784788553711E+134  6.655890303868E+133   4.940461972260064E-1  1.92878304336E+1  6.0298E+1          73
   621 7.0540190950911E+134  1.090869430048E+134   4.940397955232131E-1  1.94027819844E+1  6.0386E+1          73
   622 1.1630111326002E+135  1.7878727812274E+134  4.940334205956715E-1  1.9518543321E+1   6.0473E+1          73
   623 1.9174811923789E+135  2.9302028804764E+134  4.940270724700973E-1  1.9635120232E+1   6.0561E+1          74
   624 3.1613920280426E+135  4.8023744292241E+134  4.940207511728901E-1  1.97525185469E+1  6.0649E+1          73
   625 5.2122542816556E+135  7.8706682143868E+134  4.94014456730134E-1   1.98707441351E+1  6.0737E+1          74
   626 8.5935545024634E+135  1.2899250139685E+135  4.94008189167598E-1   1.99898029073E+1  6.0824E+1          73
   627 1.4168376099132E+136  2.1140468502737E+135  4.940019485107377E-1  2.01097008148E+1  6.0911E+1          74
   628 2.3359703045919E+136  3.4646713604662E+135  4.939957347846949E-1  2.02304438506E+1  6.0999E+1          73
   629 3.8513639289045E+136  5.6781490924873E+135  4.93989548014299E-1   2.03520380489E+1  6.1087E+1          74
   630 6.349825630792E+136   9.3056958989098E+135  4.93983388224068E-1   2.04744894858E+1  6.1174E+1          73
   631 1.0469092582724E+137  1.5250646377627E+136  4.939772554382085E-1  2.05978042797E+1  6.1262E+1          74
   632 1.7260615626066E+137  2.4993379769494E+136  4.939711496806168E-1  2.07219885909E+1  6.135E+1           73
   633 2.8457944128073E+137  4.095991809069E+136   4.939650709748799E-1  2.08470486227E+1  6.1438E+1          74
   634 4.691921780435E+137   6.7125964126034E+136  4.939590193442759E-1  2.09729906209E+1  6.1524E+1          74
   635 7.7356712398644E+137  1.1000675932424E+137  4.939529948117749E-1  2.10998208746E+1  6.1612E+1          73
   636 1.2753965716308E+138  1.8027918866786E+137  4.939469974000397E-1  2.12275457162E+1  6.17E+1            74
   637 2.1027734562257E+138  2.9543994911798E+137  4.939410271314266E-1  2.13561715218E+1  6.1788E+1          74
   638 3.4668873247429E+138  4.8416150650746E+137  4.93935084027986E-1   2.14857047112E+1  6.1875E+1          73
   639 5.7159308754243E+138  7.9343018794174E+137  4.939291681114633E-1  2.16161517487E+1  6.1962E+1          74
   640 9.4239768161636E+138  1.3002432840562E+138  4.939232794032995E-1  2.17475191426E+1  6.205E+1           74
   641 1.5537511031394E+139  2.1307768348597E+138  4.93917417924632E-1   2.18798134463E+1  6.2138E+1          74
   642 2.5617024931197E+139  3.4917952845104E+138  4.939115836962957E-1  2.2013041258E+1   6.2225E+1          73
   643 4.223533389612E+139   5.722121217513E+138   4.93905776738823E-1   2.2147209221E+1   6.2312E+1          74
   644 6.9634293369655E+139  9.3769762717394E+138  4.93899997072445E-1   2.22823240245E+1  6.24E+1            74
   645 1.1480754064872E+140  1.5366185656966E+139  4.938942447170922E-1  2.24183924031E+1  6.2488E+1          74
   646 1.8928563430432E+140  2.5180644560381E+139  4.938885196923954E-1  2.25554211377E+1  6.2574E+1          74
   647 3.120792515155E+140   4.1263411301869E+139  4.93882822017686E-1   2.26934170554E+1  6.2662E+1          74
   648 5.1453170011777E+140  6.7617785941882E+139  4.93877151711997E-1   2.28323870301E+1  6.275E+1           73
   649 8.4831935843367E+140  1.1080371125405E+140  4.93871508794064E-1   2.29723379825E+1  6.2837E+1          74
   650 1.3986421705963E+141  1.8157047203262E+140  4.938658932823253E-1  2.31132768803E+1  6.2924E+1          74
   651 2.3059710967603E+141  2.975320163135E+140   4.938603051949232E-1  2.3255210739E+1   6.3011E+1          74
   652 3.8019035968484E+141  4.8755068068093E+140  4.938547445497044E-1  2.33981466216E+1  6.3099E+1          74
   653 6.2682793292753E+141  7.9892023241552E+140  4.938492113642209E-1  2.35420916392E+1  6.3187E+1          74
   654 1.0334645460866E+142  1.3091357266779E+141  4.938437056557307E-1  2.36870529512E+1  6.3273E+1          74
   655 1.7038949796474E+142  2.1451790409967E+141  4.938382274411985E-1  2.38330377658E+1  6.3361E+1          74
   656 2.8092478959839E+142  3.5151190792627E+141  4.938327767372964E-1  2.39800533396E+1  6.3448E+1          74
   657 4.6316667607782E+142  5.7598898377549E+141  4.938273535604048E-1  2.41281069788E+1  6.3536E+1          74
   658 7.6363275072898E+142  9.4381301801015E+141  4.938219579266128E-1  2.4277206039E+1   6.3623E+1          75
   659 1.2590175591301E+143  1.5465195406852E+142  4.938165898517194E-1  2.44273579254E+1  6.371E+1           74
   660 2.0757690299228E+143  2.5340929160563E+142  4.938112493512338E-1  2.45785700933E+1  6.3798E+1          75
   661 3.4223645526943E+143  4.1522868157866E+142  4.938059364403762E-1  2.47308500484E+1  6.3884E+1          74
   662 5.6425252341172E+143  6.8037735797322E+142  4.938006511340787E-1  2.48842053469E+1  6.3972E+1          75
   663 9.3029513739512E+143  1.1148336552706E+143  4.93795393446986E-1   2.5038643596E+1   6.4059E+1          74
   664 1.5337973810522E+144  1.8267032943157E+143  4.93790163393456E-1   2.51941724543E+1  6.4147E+1          74
   665 2.528804367085E+144   2.9931169578059E+143  4.937849609875607E-1  2.53507996316E+1  6.4233E+1          74
   666 4.1692935494524E+144  4.9043009147645E+143  4.937797862430866E-1  2.55085328897E+1  6.432E+1           74
   667 6.8740029587749E+144  8.0357846564489E+143  4.937746391735358E-1  2.56673800424E+1  6.4408E+1          74
   668 1.1333314892988E+145  1.3166709114339E+144  4.937695197921264E-1  2.5827348956E+1   6.4494E+1          74
   669 1.8685477331612E+145  2.1573667184558E+144  4.937644281117936E-1  2.59884475495E+1  6.4582E+1          74
   670 3.0807143929813E+145  3.5348297610085E+144  4.9375936414519E-1    2.61506837949E+1  6.4669E+1          74
   671 5.0792393486603E+145  5.7917637403386E+144  4.937543279046867E-1  2.63140657176E+1  6.4757E+1          74
   672 8.3742499531134E+145  9.4896673982008E+144  4.937493194023737E-1  2.64786013965E+1  6.4843E+1          74
   673 1.3806804023858E+146  1.5548517093428E+145  4.937443386500607E-1  2.66442989644E+1  6.493E+1           74
   674 2.2763571474522E+146  2.5475622360501E+145  4.937393856592781E-1  2.68111666086E+1  6.5018E+1          74
   675 3.7530784487147E+146  4.1740580471923E+145  4.937344604412773E-1  2.69792125708E+1  6.5104E+1          74
   676 6.1877802690022E+146  6.8389595202236E+145  4.937295630070318E-1  2.71484451473E+1  6.5192E+1          74
   677 1.0201924947922E+147  1.1205196086816E+146  4.937246933672374E-1  2.731887269E+1    6.5279E+1          75
   678 1.6820130663726E+147  1.8358905220739E+146  4.937198515323136E-1  2.7490503606E+1   6.5366E+1          74
   679 2.773170720124E+147   3.0079596193583E+146  4.937150375124038E-1  2.76633463582E+1  6.5452E+1          74
   680 4.5721855535513E+147  4.9282773291303E+146  4.937102513173761E-1  2.78374094658E+1  6.554E+1           74
   681 7.5382595757279E+147  8.0745104958249E+146  4.937054929568242E-1  2.80127015043E+1  6.5627E+1          75
   682 1.2428488906562E+148  1.3229249502175E+147  4.93700762440068E-1   2.81892311057E+1  6.5713E+1          74
   683 2.0491114022909E+148  2.1674653462823E+147  4.936960597761544E-1  2.83670069595E+1  6.5801E+1          74
   684 3.3784135549911E+148  3.551134172864E+147   4.936913849738575E-1  2.85460378122E+1  6.5888E+1          74
   685 5.5700622893355E+148  5.8180838534952E+147  4.936867380416803E-1  2.87263324682E+1  6.5974E+1          74
   686 9.183480175552E+148   9.5321497984368E+147  4.936821189878544E-1  2.89078997898E+1  6.6061E+1          75
   687 1.5140999104486E+149  1.561707662092E+148   4.936775278203414E-1  2.90907486977E+1  6.6149E+1          74
   688 2.4963287283217E+149  2.5586249788863E+148  4.936729645468332E-1  2.9274888171E+1   6.6236E+1          74
   689 4.1157502730438E+149  4.1919061789647E+148  4.936684291747531E-1  2.94603272482E+1  6.6322E+1          75
   690 6.7857250200572E+149  6.8677504921644E+148  4.936639217112561E-1  2.96470750268E+1  6.6409E+1          74
   691 1.118776917769E+150   1.1251631800956E+149  4.936594421632298E-1  2.98351406639E+1  6.6496E+1          74
   692 1.8445513014941E+150  1.8433787447095E+149  4.93654990537295E-1   3.00245333767E+1  6.6583E+1          74
   693 3.041150965671E+150   3.0200331616994E+149  4.936505668398068E-1  3.02152624426E+1  6.667E+1           74
   694 5.014010284512E+150   4.9477407191878E+149  4.936461710768547E-1  3.04073371996E+1  6.6757E+1          74
   695 8.266705407584E+150   8.1058815054619E+149  4.936418032542637E-1  3.06007670465E+1  6.6843E+1          74
   696 1.3629493044096E+151  1.327980438393E+150   4.93637463377595E-1   3.07955614436E+1  6.693E+1           75
   697 2.247123509066E+151   2.1756108996486E+150  4.936331514521464E-1  3.09917299127E+1  6.7017E+1          74
   698 3.7048803272874E+151  3.5642561481084E+150  4.936288674829535E-1  3.11892820374E+1  6.7104E+1          75
   699 6.1083150009972E+151  5.839218604156E+150   4.936246114747898E-1  3.13882274637E+1  6.7191E+1          74
   700 1.007090887028E+152   9.5661837544596E+150  4.936203834321679E-1  3.15885759E+1     6.7278E+1          74
   701 1.6604121669715E+152  1.5671871900917E+151  4.936161833593401E-1  3.17903371179E+1  6.7364E+1          75
   702 2.7375568578151E+152  2.567445357416E+151   4.936120112602988E-1  3.19935209519E+1  6.7451E+1          74
   703 4.5134682212308E+152  4.2061014115601E+151  4.936078671387776E-1  3.21981373005E+1  6.7538E+1          75
   704 7.4414510609723E+152  6.8905910545358E+151  4.936037509982516E-1  3.24041961258E+1  6.7624E+1          74
   705 1.2268878649099E+153  1.1288375065859E+152  4.935996628419385E-1  3.26117074542E+1  6.7711E+1          74
   706 2.0227961196408E+153  1.8492882748283E+152  4.935956026727991E-1  3.28206813769E+1  6.7798E+1          75
   707 3.3350269887415E+153  3.0295354869925E+152  4.935915704935379E-1  3.30311280499E+1  6.7884E+1          75
   708 5.4985299346971E+153  4.9630165888925E+152  4.935875663066039E-1  3.32430576945E+1  6.7971E+1          74
   709 9.0655432609166E+153  8.130433024232E+152   4.935835901141913E-1  3.34564805975E+1  6.8058E+1          74
   710 1.4946554004725E+154  1.331925413626E+153   4.935796419182404E-1  3.3671407112E+1   6.8144E+1          75
   711 2.4642701511259E+154  2.181948147673E+153   4.935757217204376E-1  3.3887847657E+1   6.8231E+1          75
   712 4.0628946149127E+154  3.5744337275635E+153  4.935718295222171E-1  3.41058127186E+1  6.8318E+1          75
   713 6.6985807722195E+154  5.8555593694806E+153  4.935679653247608E-1  3.43253128495E+1  6.8404E+1          74
   714 1.1044092602661E+155  9.5924127068512E+153  4.935641291289992E-1  3.45463586699E+1  6.8491E+1          75
   715 1.8208630389589E+155  1.5713960702238E+154  4.935603209356123E-1  3.47689608677E+1  6.8578E+1          75
   716 3.0020956233633E+155  2.5741972489084E+154  4.9355654074503E-1    3.49931301989E+1  6.8664E+1          74
   717 4.9496189109148E+155  4.2169295467953E+154  4.93552788557433E-1   3.52188774877E+1  6.8751E+1          75
   718 8.1605419802849E+155  6.9079509474696E+154  4.935490643727535E-1  3.54462136273E+1  6.8838E+1          74
   719 1.3454459143337E+156  1.1316197888499E+155  4.935453681906756E-1  3.56751495797E+1  6.8924E+1          75
   720 2.2182652975386E+156  1.8537459815793E+155  4.935417000106364E-1  3.59056963765E+1  6.9011E+1          75
   721 3.6573011801078E+156  3.0366750742937E+155  4.935380598318262E-1  3.6137865119E+1   6.9097E+1          75
   722 6.0298702490004E+156  4.9744475015104E+155  4.935344476531897E-1  3.63716669789E+1  6.9183E+1          75
   723 9.9415753390888E+156  8.1487279005509E+155  4.935308634734264E-1  3.6607113198E+1   6.927E+1           74
   724 1.6390886725823E+157  1.3348523488732E+156  4.935273072909913E-1  3.6844215089E+1   6.9357E+1          75
   725 2.7024003590502E+157  2.186629008975E+156   4.935237791040956E-1  3.70829840362E+1  6.9443E+1          75
   726 4.4555049539137E+157  3.5819164744396E+156  4.935202789107075E-1  3.73234314949E+1  6.953E+1           75
   727 7.3458857892272E+157  5.8675160927146E+156  4.935168067085526E-1  3.75655689927E+1  6.9617E+1          75
   728 1.2111318152833E+158  9.6115100055683E+156  4.935133624951148E-1  3.78094081293E+1  6.9702E+1          75
   729 1.9968187854792E+158  1.5744448966432E+157  4.935099462676372E-1  3.80549605769E+1  6.9789E+1          74
   730 3.2921976053531E+158  2.5790622877421E+157  4.935065580231222E-1  3.8302238081E+1   6.9876E+1          76
   731 5.4279162192937E+158  4.2246888747214E+157  4.935031977583326E-1  3.85512524602E+1  6.9962E+1          74
   732 8.9491209263278E+158  6.9203200113811E+157  4.934998654697923E-1  3.88020156067E+1  7.0049E+1          75
   733 1.4754606025304E+159  1.133590462038E+158   4.934965611537868E-1  3.9054539487E+1   7.0134E+1          75
   734 2.432623279472E+159   1.8568839375974E+158  4.934932848063638E-1  3.93088361417E+1  7.0221E+1          75
   735 4.0107177444657E+159  3.0416687717836E+158  4.934900364233342E-1  3.95649176866E+1  7.0308E+1          76
   736 6.612555656075E+159   4.9823894775168E+158  4.934868160002725E-1  3.98227963121E+1  7.0394E+1          84
   737 1.0902261163859E+160  8.1613506158085E+158  4.934836235325176E-1  4.00824842845E+1  7.048E+1           77
   738 1.7974789879583E+160  1.3368571937376E+159  4.934804590151735E-1  4.03439939458E+1  7.0567E+1          75
   739 2.9635418410834E+160  2.1898109879666E+159  4.934773224431097E-1  4.06073377142E+1  7.0653E+1          75
   740 4.886054470004E+160   3.586962923866E+159   4.934742138109624E-1  4.08725280844E+1  7.0739E+1          76
   741 8.055741934495E+160   5.8755131236116E+159  4.934711331131347E-1  4.11395776281E+1  7.0826E+1          74
   742 1.3281673078673E+161  9.624172126593E+159   4.934680803437974E-1  4.14084989945E+1  7.0912E+1          75
   743 2.1897776915293E+161  1.5764479746526E+160  4.934650554968898E-1  4.167930491E+1    7.0999E+1          75
   744 3.610333058129E+161   2.5822280618491E+160  4.934620585661202E-1  4.19520081795E+1  7.1084E+1          75
   745 5.9524329072492E+161  4.2296872331286E+160  4.934590895449667E-1  4.2226621686E+1   7.1171E+1          75
   746 9.813902746597E+161   6.9282033932071E+160  4.934561484266778E-1  4.25031583913E+1  7.1257E+1          75
   747 1.6180390206897E+162  1.13483241431E+161    4.934532352042731E-1  4.27816313364E+1  7.1343E+1          75
   748 2.6676953502339E+162  1.8588381452539E+161  4.93450349870544E-1   4.30620536417E+1  7.143E+1           75
   749 4.3982860676785E+162  3.0447397207304E+161  4.934474924180543E-1  4.33444385075E+1  7.1516E+1          75
   750 7.2515477944056E+162  4.9872086112094E+161  4.934446628391409E-1  4.36287992144E+1  7.1602E+1          75
   751 1.1955781094135E+163  8.1689017707977E+161  4.934418611259143E-1  4.39151491233E+1  7.1689E+1          74
   752 1.9711750597735E+163  1.33803847605E+162    4.934390872702597E-1  4.42035016763E+1  7.1774E+1          75
   753 3.2499182493221E+163  2.191655711023E+162   4.934363412638372E-1  4.44938703969E+1  7.1861E+1          75
   754 5.3582093456939E+163  3.5898381980141E+162  4.934336230980828E-1  4.47862688899E+1  7.1947E+1          75
   755 8.8341937211098E+163  5.8799853332932E+162  4.934309327642086E-1  4.50807108425E+1  7.2033E+1          75
   756 1.4565123097479E+164  9.6311123432758E+162  4.934282702532042E-1  4.53772100242E+1  7.2119E+1          75
   757 2.401382826118E+164   1.5775222898869E+163  4.934256355558368E-1  4.56757802872E+1  7.2206E+1          75
   758 3.9592109445147E+164  2.5838864338533E+163  4.934230286626517E-1  4.5976435567E+1   7.2291E+1          75
   759 6.5276352994101E+164  4.2322392734567E+163  4.934204495639738E-1  4.62791898826E+1  7.2378E+1          75
   760 1.076225116551E+165   6.9321170942042E+163  4.934178982499073E-1  4.65840573368E+1  7.2463E+1          74
   761 1.7743952417194E+165  1.135430261897E+164   4.93415374710337E-1   4.68910521167E+1  7.255E+1           75
   762 2.9254831776519E+165  1.8597473563612E+164  4.934128789349286E-1  4.7200188494E+1   7.2636E+1          76
   763 4.8233063420701E+165  3.0461154339713E+164  4.934104109131296E-1  4.75114808255E+1  7.2722E+1          74
   764 7.9522877612739E+165  4.9892779427456E+164  4.934079706341699E-1  4.78249435532E+1  7.2808E+1          75
   765 1.311110598274E+166   8.1719929942561E+164  4.934055580870623E-1  4.8140591205E+1   7.2894E+1          75
   766 2.1616559316148E+166  1.3384964731898E+165  4.934031732606034E-1  4.84584383948E+1  7.298E+1           74
   767 3.5639681143884E+166  2.192327577853E+165   4.93400816143374E-1   4.87784998229E+1  7.3067E+1          75
   768 5.8759900382892E+166  3.5908118114597E+165  4.933984867237399E-1  4.91007902766E+1  7.3152E+1          75
   769 9.6878697625495E+166  5.8813745432044E+165  4.933961849898528E-1  4.94253246303E+1  7.3239E+1          75
   770 1.5972596945288E+167  9.6330549161445E+165  4.933939109296503E-1  4.9752117846E+1   7.3324E+1          75
   771 2.6334360332016E+167  1.5777865630605E+166  4.933916645308571E-1  5.00811849737E+1  7.341E+1           74
   772 4.3418020029677E+167  2.5842320033855E+166  4.933894457809856E-1  5.04125411515E+1  7.3497E+1          75
   773 7.1584213154612E+167  4.2326639595926E+166  4.933872546673364E-1  5.07462016065E+1  7.3582E+1          76
   774 1.1802241487434E+168  6.9325839018455E+166  4.933850911769989E-1  5.10821816546E+1  7.3669E+1          74
   775 1.9458606582272E+168  1.1354696874996E+167  4.933829552968522E-1  5.14204967012E+1  7.3754E+1          75
   776 3.2081818570378E+168  1.859751996296E+167   4.933808470135654E-1  5.17611622414E+1  7.384E+1           75
   777 5.2893976679724E+168  3.0460260465121E+167  4.933787663135987E-1  5.21041938606E+1  7.3927E+1          75
   778 8.7207424443778E+168  4.9889746138329E+167  4.933767131832035E-1  5.24496072346E+1  7.4012E+1          75
   779 1.4378073564343E+169  8.1712423187919E+167  4.933746876084237E-1  5.279741813E+1    7.4098E+1          75
   780 2.3705435717224E+169  1.3383324604057E+168  4.933726895750956E-1  5.31476424049E+1  7.4184E+1          75
   781 3.9083656098201E+169  2.1919925396956E+168  4.933707190688493E-1  5.35002960087E+1  7.427E+1           75
   782 6.4438055145833E+169  3.5901556854145E+168  4.933687760751088E-1  5.38553949831E+1  7.4356E+1          75
   783 1.0624039216148E+170  5.880126297991E+168   4.933668605790928E-1  5.42129554619E+1  7.4442E+1          75
   784 1.7516079436416E+170  9.6307298489208E+168  4.933649725658153E-1  5.45729936716E+1  7.4528E+1          75
   785 2.8879132746092E+170  1.577360397916E+169   4.933631120200867E-1  5.4935525932E+1   7.4613E+1          75
   786 4.7613640437854E+170  2.5834607227892E+169  4.933612789265136E-1  5.53005686562E+1  7.47E+1            75
   787 7.8501621765358E+170  4.2312823190779E+169  4.933594732695E-1     5.56681383509E+1  7.4786E+1          75
   788 1.29427293589E+171    6.9301297370055E+169  4.933576950332482E-1  5.60382516173E+1  7.4871E+1          75
   789 2.1338953194933E+171  1.1350368470033E+170  4.933559442017587E-1  5.64109251509E+1  7.4957E+1          75
   790 3.518198602696E+171   1.8589932004913E+170  4.933542207588312E-1  5.67861757422E+1  7.5043E+1          75
   791 5.8005288708122E+171  3.0447027509242E+170  4.933525246880655E-1  5.71640202768E+1  7.5129E+1          75
   792 9.5634553306177E+171  4.9866773272889E+170  4.933508559728618E-1  5.75444757362E+1  7.5214E+1          75
   793 1.5767472224978E+172  8.1672700564024E+170  4.933492145964214E-1  5.79275591974E+1  7.53E+1            75
   794 2.5996166842491E+172  1.3376480412624E+171  4.933476005417475E-1  5.83132878342E+1  7.5386E+1          75
   795 4.2860433229874E+172  2.1908170125074E+171  4.933460137916455E-1  5.87016789167E+1  7.5472E+1          75
   796 7.0664907937485E+172  3.588142383805E+171   4.93344454328724E-1   5.90927498123E+1  7.5558E+1          75
   797 1.1650673680852E+173  5.8766870029221E+171  4.933429221353953E-1  5.94865179857E+1  7.5643E+1          75
   798 1.9208713515584E+173  9.6248682434908E+171  4.93341417193876E-1   5.98830009993E+1  7.5729E+1          75
   799 3.1669814555868E+173  1.5763635275694E+172  4.933399394861875E-1  6.02822165137E+1  7.5814E+1          75
   800 5.2214696897223E+173  2.5817686744516E+172  4.933384889941569E-1  6.06841822877E+1  7.59E+1            75
   801 8.6087481417164E+173  4.228415459773E+172   4.933370656994177E-1  6.10889161794E+1  7.5987E+1          75
   802 1.4193426175226E+174  6.9252804370771E+172  4.933356695834099E-1  6.14964361454E+1  7.6072E+1          75
   803 2.3401003638877E+174  1.1342178477737E+173  4.933343006273812E-1  6.19067602423E+1  7.6158E+1          75
   804 3.8581732454248E+174  1.8576119684469E+173  4.933329588123875E-1  6.2319906626E+1   7.6243E+1          75
   805 6.3610522955335E+174  3.0423764256593E+173  4.933316441192931E-1  6.27358935531E+1  7.6329E+1          75
   806 1.0487602223018E+175  4.982764123252E+173   4.93330356528772E-1   6.31547393799E+1  7.6414E+1          75
   807 1.7291132861925E+175  8.1606951936624E+173  4.933290960213081E-1  6.35764625635E+1  7.65E+1            76
   808 2.8508258539047E+175  1.3365445633598E+174  4.933278625771959E-1  6.40010816616E+1  7.6586E+1          75
   809 4.7002172230599E+175  2.1889669300438E+174  4.933266561765411E-1  6.44286153323E+1  7.6671E+1          76
   810 7.749348108942E+175   3.5850435788037E+174  4.933254767992615E-1  6.48590823339E+1  7.6758E+1          75
