
C0 = 0.4995   Ce = 0.4933   Ci = 0.5   C6 = -3.6319444444444444444444444E-4   C5 = 4.4324074074074074074E-3   C4 = -2.02606481481481481481E-2   C3 = 4.10768518518518518519E-2   C2 = -3.10854166666666666667E-2   zi = 3.0   ze = 1.0   J = 874496
     t M                     N                     C                     k                 R
   766 2.1616559316148E+166  1.4509283036313E+165  4.934031752865888E-1  4.4760243701E+1   7.298E+1            9
   767 3.5639681143884E+166  2.3767273063516E+165  4.93400818145687E-1   4.50511911531E+1  7.3067E+1          10
   768 5.8759900382892E+166  3.8932450567159E+165  4.933984887023906E-1  4.5344136108E+1   7.3152E+1           9
   769 9.6878697625495E+166  6.3773921040518E+165  4.933961869448513E-1  4.56390916681E+1  7.3239E+1          10
   770 1.5972596945288E+167  1.044656484782E+166   4.93393912861007E-1   4.5936071011E+1   7.3324E+1           9
   771 2.6334360332016E+167  1.711208415008E+166   4.933916664385827E-1  4.62350873899E+1  7.341E+1           10
   772 4.3418020029677E+167  2.803053196585E+166   4.933894476650909E-1  4.65361541338E+1  7.3497E+1           9
   773 7.1584213154612E+167  4.5915446776671E+166  4.933872565278322E-1  4.6839284648E+1   7.3582E+1          10
   774 1.1802241487434E+168  7.5211689269766E+166  4.933850930138964E-1  4.71444924143E+1  7.3669E+1           9
   775 1.9458606582272E+168  1.2320006520339E+167  4.933829571101626E-1  4.7451790991E+1   7.3754E+1          10
   776 3.2081818570378E+168  2.0180671367399E+167  4.933808488033003E-1  4.77611940136E+1  7.384E+1            9
   777 5.2893976679724E+168  3.3056690575772E+167  4.933787680797696E-1  4.80727151952E+1  7.3927E+1          10
   778 8.7207424443778E+168  5.4147977153529E+167  4.933767149258224E-1  4.83863683261E+1  7.4012E+1           9
   779 1.4378073564343E+169  8.8696036915311E+167  4.933746893275025E-1  4.87021672749E+1  7.4098E+1          10
   780 2.3705435717224E+169  1.4528651934436E+168  4.933726912706467E-1  4.90201259884E+1  7.4184E+1           9
   781 3.9083656098201E+169  2.3798279532237E+168  4.933707207408849E-1  4.93402584917E+1  7.427E+1           10
   782 6.4438055145833E+169  3.8982075040832E+168  4.933687777236414E-1  4.9662578889E+1   7.4356E+1           9
   783 1.0624039216148E+170  6.3853323487647E+168  4.933668622041351E-1  4.99871013636E+1  7.4442E+1          10
   784 1.7516079436416E+170  1.0459266620792E+169  4.933649741673804E-1  5.03138401781E+1  7.4528E+1           9
   785 2.8879132746092E+170  1.7132397678588E+169  4.933631135981875E-1  5.06428096749E+1  7.4613E+1          10
   786 4.7613640437854E+170  2.8063010393245E+169  4.933612804811633E-1  5.09740242762E+1  7.47E+1             9
   787 7.8501621765358E+170  4.5967361580873E+169  4.933594748007122E-1  5.1307498485E+1   7.4786E+1           9
   788 1.29427293589E+171    7.529464989442E+169   4.933576965410363E-1  5.16432468843E+1  7.4871E+1          10
   789 2.1338953194933E+171  1.2333260164158E+170  4.933559456861365E-1  5.19812841383E+1  7.4957E+1           9
   790 3.518198602696E+171   2.0201839324703E+170  4.933542222198127E-1  5.23216249924E+1  7.5043E+1          10
   791 5.8005288708122E+171  3.3090489340565E+170  4.933525261256648E-1  5.26642842733E+1  7.5129E+1           9
   792 9.5634553306177E+171  5.4201928059342E+170  4.933508573870931E-1  5.30092768895E+1  7.5214E+1          10
   793 1.5767472224978E+172  8.8782130434902E+170  4.933492159872992E-1  5.33566178316E+1  7.53E+1             9
   794 2.5996166842491E+172  1.4542386462361E+171  4.933476019092864E-1  5.37063221725E+1  7.5386E+1          10
   795 4.2860433229874E+172  2.3820183675585E+171  4.933460151358602E-1  5.40584050675E+1  7.5472E+1           9
   796 7.0664907937485E+172  3.9016997575017E+171  4.933444556496295E-1  5.4412881755E+1   7.5558E+1          10
   797 1.1650673680852E+173  6.3908984336245E+171  4.933429234330067E-1  5.47697675568E+1  7.5643E+1           9
   798 1.9208713515584E+173  1.0468135242218E+172  4.933414184682086E-1  5.51290778774E+1  7.5729E+1          10
   799 3.1669814555868E+173  1.7146523777321E+172  4.933399407372567E-1  5.54908282058E+1  7.5814E+1           9
   800 5.2214696897223E+173  2.8085503309941E+172  4.933384902219784E-1  5.58550341147E+1  7.59E+1            10
   801 8.6087481417164E+173  4.6003164983778E+172  4.933370669040072E-1  5.62217112609E+1  7.5987E+1           9
   802 1.4193426175226E+174  7.5351621098798E+172  4.933356707647833E-1  5.6590875386E+1   7.6072E+1          10
   803 2.3401003638877E+174  1.2342322426482E+173  4.933343017855548E-1  5.69625423163E+1  7.6158E+1           9
   804 3.8581732454248E+174  2.0216249377435E+173  4.933329599473773E-1  5.73367279633E+1  7.6243E+1          10
   805 6.3610522955335E+174  3.3113394842644E+173  4.933316452311157E-1  5.77134483234E+1  7.6329E+1           9
   806 1.0487602223018E+175  5.4238324338368E+173  4.93330357617444E-1   5.80927194789E+1  7.6414E+1          10
   807 1.7291132861925E+175  8.8839942001255E+173  4.933290970868463E-1  5.84745575974E+1  7.65E+1             9
   808 2.8508258539047E+175  1.4551565787923E+174  4.93327863619617E-1   5.8858978932E+1   7.6586E+1          10
   809 4.7002172230599E+175  2.383475311582E+174   4.933266571958624E-1  5.92459998217E+1  7.6671E+1           9
   810 7.749348108942E+175   3.9040113371696E+174  4.933254777955001E-1  5.96356366903E+1  7.6758E+1          10
   811 1.277651505141E+176   6.3945645540003E+174  4.933243253982605E-1  6.00279060456E+1  7.6843E+1           9
   812 2.1064912103874E+176  1.047394736123E+175   4.933231999836869E-1  6.04228244786E+1  7.6929E+1          10
   813 3.4730168578217E+176  1.7155734430037E+175  4.933221015311367E-1  6.08204086597E+1  7.7014E+1           9
   814 5.7260367471829E+176  2.8100093898834E+175  4.933210300197813E-1  6.12206753345E+1  7.71E+1            10
   815 9.4406385280476E+176  4.6026268617969E+175  4.933199854286074E-1  6.16236413153E+1  7.7186E+1           9
   816 1.5564981403822E+177  7.5388189975274E+175  4.933189677364173E-1  6.20293234677E+1  7.7271E+1          10
   817 2.566231552068E+177   1.2348108257959E+176  4.933179769218293E-1  6.24377386872E+1  7.7357E+1           9
   818 4.231000437289E+177   2.0225399818613E+176  4.933170129632788E-1  6.28489038608E+1  7.7442E+1          10
   819 6.975740123325E+177   3.312786055613E+176   4.933160758390186E-1  6.32628358034E+1  7.7528E+1           9
   820 1.1501050321095E+178  5.4261183427713E+176  4.933151655271197E-1  6.3679551151E+1   7.7613E+1          10
   821 1.8962024127585E+178  8.8876049631057E+176  4.933142820054717E-1  6.40990661848E+1  7.7699E+1           9
   822 3.1263086610036E+178  1.455726690073E+177   4.933134252517836E-1  6.45213965367E+1  7.7784E+1          10
   823 5.1544099831233E+178  2.3843750990263E+177  4.933125952435845E-1  6.4946556703E+1   7.787E+1           10
   824 8.4981810141168E+178  3.9054308442993E+177  4.933117919582239E-1  6.5374559235E+1   7.7955E+1           9
   825 1.4011119940475E+179  6.3968030050775E+177  4.933110153728725E-1  6.5805413395E+1   7.804E+1           10
   826 2.3100399234094E+179  1.0477475616239E+178  4.933102654645229E-1  6.62391229272E+1  7.8126E+1           9
   827 3.8086031947007E+179  1.7161292901702E+178  4.933095422099902E-1  6.66756823545E+1  7.8211E+1          10
   828 6.2793012780821E+179  2.810884571655E+178   4.933088455859123E-1  6.71150708322E+1  7.8297E+1           9
   829 1.0352752831645E+180  4.6040038309307E+178  4.93308175568751E-1   6.75572419456E+1  7.8382E+1          10
   830 1.7068627796196E+180  7.5409833040038E+178  4.933075321347923E-1  6.80021067739E+1  7.8468E+1           9
   831 2.8140931283956E+180  1.2351505138516E+179  4.93306915260147E-1   6.84495057799E+1  7.8553E+1          10
   832 4.6395251548942E+180  2.0230719124662E+179  4.933063249207516E-1  6.88991621585E+1  7.8639E+1           9
   833 7.6489303398483E+180  3.3136159473527E+179  4.933057610923684E-1  6.93506044284E+1  7.8724E+1          10
   834 1.2609993438715E+181  5.4274050493904E+179  4.933052237505867E-1  6.98030380308E+1  7.8809E+1           9
   835 2.078775345025E+181   8.8895785084355E+179  4.933047128708229E-1  7.02551324505E+1  7.8894E+1          10
   836 3.4266116330836E+181  1.4560236042013E+180  4.933042284283215E-1  7.07046685837E+1  7.898E+1            9
   837 5.6475999349299E+181  2.384805932435E+180   4.933037703981556E-1  7.11479554198E+1  7.9066E+1          10
   838 9.3060832468168E+181  3.906011569885E+180   4.933033387552272E-1  7.15788673633E+1  7.9151E+1           9
   839 1.5328928648459E+182  6.3974566530042E+180  4.933029334742683E-1  7.19872615736E+1  7.9236E+1          10
   840 2.5234601934127E+182  1.047780727254E+181   4.93302554529841E-1   7.2356392635E+1   7.9321E+1          10
   841 4.1500514712828E+182  1.7159946814927E+181  4.933022018963389E-1  7.26587343714E+1  7.9406E+1           9
   842 6.8141111893501E+182  2.8101719098009E+181  4.933018755479865E-1  7.28493490275E+1  7.949E+1           10
   843 1.1158833585748E+183  4.6015394377459E+181  4.933015754588409E-1  7.28556897939E+1  7.9574E+1           9
   844 1.8195568877048E+183  7.5335049274334E+181  4.933013016027918E-1  7.25627796319E+1  7.9657E+1          10
   845 2.9465404413505E+183  1.2330088403448E+182  4.933010539535626E-1  7.17939086368E+1  7.9739E+1           9
   846 4.7195121635453E+183  2.0171178534239E+182  4.933008324847102E-1  7.0291200156E+1   7.9818E+1          10
   847 7.4318039254168E+183  3.2973352463357E+182  4.933006371696265E-1  6.77105950963E+1  7.9893E+1           9
   848 1.1408474703284E+184  5.3833355974816E+182  4.933004679815384E-1  6.36630390748E+1  7.9963E+1          10
   849 1.6890119234322E+184  8.771134426828E+182   4.933003248935087E-1  5.78453165355E+1  8.0027E+1          10
   850 2.3836950252307E+184  1.4243877521205E+183  4.933002078784365E-1  5.02675387591E+1  8.0079E+1           9
   851 3.175987577399E+184   2.3008994379758E+183  4.933001169090579E-1  4.14586282079E+1  8.0119E+1          10
   852 3.9779336790237E+184  3.6855628906571E+183  4.933000519579466E-1  3.24154830596E+1  8.0147E+1           9
   853 4.6973339192754E+184  5.826200878511E+183   4.933000129975145E-1  2.42118287046E+1  8.0162E+1          10
   854 5.2760636977347E+184  9.0274128936195E+183  4.933000000000124E-1  1.75496682583E+1  8.0167E+1           9
   855 5.7021693190692E+184  1.3584472304146E+184  4.933000129375302E-1  1.26030698229E+1  8.0163E+1          10
   856 5.9958751535499E+184  1.9636500625977E+184  4.93300051781998E-1   9.16682638101383  8.0154E+1           9
   857 6.1892331176382E+184  2.6973438317208E+184  4.933001165051864E-1  6.88775316111594  8.0141E+1          10
   858 6.312707803495E+184   3.4945497078759E+184  4.933002070787073E-1  5.4218341897036   8.0126E+1           9
   859 6.3900286596536E+184  4.2640240067702E+184  4.93300323474014E-1   4.49731128743297  8.0109E+1          10
   860 6.4378558616819E+184  4.9263692110534E+184  4.933004656624026E-1  3.92138918553062  8.0091E+1           9
   861 6.467214926781E+184   5.442595324715E+184   4.933006336150119E-1  3.56535495744506  8.0072E+1          10
   862 6.4851529240474E+184  5.8146609647346E+184  4.933008273028241E-1  3.34628444745952  8.0053E+1           9
   863 6.4960814321532E+184  6.0679691889517E+184  4.933010466966659E-1  3.2118739440247   8.0034E+1          10
   864 6.5027278707385E+184  6.2338048398264E+184  4.933012917672084E-1  3.1295500762435   8.0016E+1           9
   865 6.5067657698905E+184  6.3396087728338E+184  4.93301562484968E-1   3.07918167389356  7.9996E+1          10
   866 6.5092173236369E+184  6.4060050848328E+184  4.933018588203074E-1  3.04838449910074  7.9977E+1           9
   867 6.5107051663889E+184  6.4472400310794E+184  4.933021807434353E-1  3.02956129733347  7.9958E+1           9
   868 6.5116079200613E+184  6.4726833540339E+184  4.933025282244077E-1  3.01805931804794  7.9938E+1          10
   869 6.5121555898218E+184  6.4883200240629E+184  4.933029012331282E-1  3.0110320178289   7.9919E+1           9
   870 6.5124878132092E+184  6.4979062076004E+184  4.933032997393487E-1  3.00673896955741  7.99E+1            10
   871 6.512689333395E+184   6.5037742263156E+184  4.933037237126699E-1  3.00411644702319  7.988E+1            9
   872 6.5128115676426E+184  6.5073629140319E+184  4.933041731225418E-1  3.00251446408486  7.9861E+1          10
   873 6.5128857086969E+184  6.509556396359E+184   4.933046479382647E-1  3.00153590465512  7.9842E+1           9
   874 6.5129306783419E+184  6.5108966356189E+184  4.93305148128989E-1   3.00093816716154  7.9823E+1          10
   875 6.5129579541129E+184  6.511715361696E+184   4.933056736637169E-1  3.0005730520846   7.9804E+1           9
   876 6.5129744978156E+184  6.5122154407644E+184  4.933062245113017E-1  3.00035003084458  7.9785E+1           9
   877 6.5129845321194E+184  6.5125208655592E+184  4.933068006404495E-1  3.00021380465482  7.9766E+1          10
   878 6.5129906182474E+184  6.5127073955956E+184  4.933074020197191E-1  3.00013059506911  7.9747E+1           9
   879 6.5129943096762E+184  6.5128213104226E+184  4.933080286175228E-1  3.00007976920834  7.9728E+1          10
   880 6.512996548643E+184   6.512890877489E+184   4.933086804021269E-1  3.00004872397584  7.9709E+1           9
   881 6.5129979066457E+184  6.5129333611664E+184  4.933093573416526E-1  3.00002976110982  7.969E+1           10
   882 6.5129987303163E+184  6.5129593051904E+184  4.93310059404076E-1   3.00001817835199  7.9671E+1           9
   883 6.5129992298978E+184  6.512975148668E+184   4.933107865572294E-1  3.00001110347412  7.9652E+1           9
   884 6.5129995329094E+184  6.5129848239206E+184  4.93311538768801E-1   3.00000678206978  7.9634E+1          10
   885 6.5129997166952E+184  6.5129907323649E+184  4.933123160063362E-1  3.00000414252     7.9616E+1           9
   886 6.512999828167E+184   6.5129943405039E+184  4.933131182372381E-1  3.00000253026473  7.9597E+1          10
   887 6.512999895778E+184   6.5129965439011E+184  4.933139454287676E-1  3.00000154549034  7.9578E+1           9
   888 6.5129999367862E+184  6.5129978894574E+184  4.933147975480445E-1  3.00000094398611  7.9559E+1          10
   889 6.5129999616589E+184  6.512998711152E+184   4.933156745620477E-1  3.00000057658573  7.954E+1            9
   890 6.5129999767449E+184  6.5129992129382E+184  4.93316576437616E-1   3.00000035217712  7.9522E+1           9
   891 6.512999985895E+184   6.5129995193648E+184  4.933175031414485E-1  3.00000021510839  7.9503E+1          10
   892 6.5129999914449E+184  6.5129997064907E+184  4.933184546401055E-1  3.00000013138704  7.9484E+1           9
   893 6.512999994811E+184   6.5129998207629E+184  4.933194309000087E-1  3.00000008025029  7.9467E+1           9
   894 6.5129999968528E+184  6.5129998905456E+184  4.933204318874417E-1  3.0000000490162   7.9448E+1          10
   895 6.5129999980911E+184  6.5129999331597E+184  4.933214575685512E-1  3.00000002993861  7.9429E+1           9
   896 6.5129999988422E+184  6.5129999591828E+184  4.933225079093468E-1  3.00000001828616  7.9411E+1          10
   897 6.5129999992978E+184  6.5129999750743E+184  4.93323582875702E-1   3.00000001116895  7.9392E+1           9
   898 6.512999999574E+184   6.5129999847787E+184  4.933246824333549E-1  3.00000000682184  7.9374E+1           9
   899 6.5129999997417E+184  6.5129999907049E+184  4.933258065479082E-1  3.00000000416667  7.9356E+1          10
   900 6.5129999998433E+184  6.5129999943238E+184  4.933269551848304E-1  3.00000000254493  7.9338E+1           9
7564
862768   842   72.881798823367
concave points:
 = 0.0009765625
 = 0.001953125
 = 2.19921875
 = 4.98828125
 = 833.8330078125
 = 851.20703125
